iucn_sid,sciname,year,cat,cat_score,eval_yr,rgn_id,rgn_name,comname,ico_gl,ico_rgn_id,presence,
4592,Cheilinus undulatus,1995,VU,0.4,NA,147,French Polynesia,"Humphead wrasse, Napoleon Wrasse",TRUE,NA,Extant,
4592,Cheilinus undulatus,1996,VU,0.4,1996,147,French Polynesia,"Humphead wrasse, Napoleon Wrasse",TRUE,NA,Extant,
4592,Cheilinus undulatus,1997,VU,0.4,1996,147,French Polynesia,"Humphead wrasse, Napoleon Wrasse",TRUE,NA,Extant,
4592,Cheilinus undulatus,1998,VU,0.4,1996,147,French Polynesia,"Humphead wrasse, Napoleon Wrasse",TRUE,NA,Extant,
4592,Cheilinus undulatus,1999,VU,0.4,1996,147,French Polynesia,"Humphead wrasse, Napoleon Wrasse",TRUE,NA,Extant,
4592,Cheilinus undulatus,2.00E+03,VU,0.4,1996,147,French Polynesia,"Humphead wrasse, Napoleon Wrasse",TRUE,NA,Extant,
4592,Cheilinus undulatus,2001,VU,0.4,1996,147,French Polynesia,"Humphead wrasse, Napoleon Wrasse",TRUE,NA,Extant,
4592,Cheilinus undulatus,2002,VU,0.4,1996,147,French Polynesia,"Humphead wrasse, Napoleon Wrasse",TRUE,NA,Extant,
4592,Cheilinus undulatus,2003,VU,0.4,1996,147,French Polynesia,"Humphead wrasse, Napoleon Wrasse",TRUE,NA,Extant,
4592,Cheilinus undulatus,2004,EN,0.6,2004,147,French Polynesia,"Humphead wrasse, Napoleon Wrasse",TRUE,NA,Extant,
4592,Cheilinus undulatus,2005,EN,0.6,2004,147,French Polynesia,"Humphead wrasse, Napoleon Wrasse",TRUE,NA,Extant,
4592,Cheilinus undulatus,2006,EN,0.6,2004,147,French Polynesia,"Humphead wrasse, Napoleon Wrasse",TRUE,NA,Extant,
4592,Cheilinus undulatus,2007,EN,0.6,2004,147,French Polynesia,"Humphead wrasse, Napoleon Wrasse",TRUE,NA,Extant,
4592,Cheilinus undulatus,2008,EN,0.6,2004,147,French Polynesia,"Humphead wrasse, Napoleon Wrasse",TRUE,NA,Extant,
4592,Cheilinus undulatus,2009,EN,0.6,2004,147,French Polynesia,"Humphead wrasse, Napoleon Wrasse",TRUE,NA,Extant,
4592,Cheilinus undulatus,2010,EN,0.6,2004,147,French Polynesia,"Humphead wrasse, Napoleon Wrasse",TRUE,NA,Extant,
4592,Cheilinus undulatus,2011,EN,0.6,2004,147,French Polynesia,"Humphead wrasse, Napoleon Wrasse",TRUE,NA,Extant,
4592,Cheilinus undulatus,2012,EN,0.6,2004,147,French Polynesia,"Humphead wrasse, Napoleon Wrasse",TRUE,NA,Extant,
4592,Cheilinus undulatus,2013,EN,0.6,2004,147,French Polynesia,"Humphead wrasse, Napoleon Wrasse",TRUE,NA,Extant,
4592,Cheilinus undulatus,2014,EN,0.6,2004,147,French Polynesia,"Humphead wrasse, Napoleon Wrasse",TRUE,NA,Extant,
4592,Cheilinus undulatus,2015,EN,0.6,2004,147,French Polynesia,"Humphead wrasse, Napoleon Wrasse",TRUE,NA,Extant,
4592,Cheilinus undulatus,2016,EN,0.6,2004,147,French Polynesia,"Humphead wrasse, Napoleon Wrasse",TRUE,NA,Extant,
4592,Cheilinus undulatus,2017,EN,0.6,2004,147,French Polynesia,"Humphead wrasse, Napoleon Wrasse",TRUE,NA,Extant,
4592,Cheilinus undulatus,2018,EN,0.6,2004,147,French Polynesia,"Humphead wrasse, Napoleon Wrasse",TRUE,NA,Extant,
4615,Chelonia mydas,1992,EN,0.6,1990,147,French Polynesia,Green Turtle,TRUE,NA,Extant,
4615,Chelonia mydas,1993,EN,0.6,1990,147,French Polynesia,Green Turtle,TRUE,NA,Extant,
4615,Chelonia mydas,1994,EN,0.6,1994,147,French Polynesia,Green Turtle,TRUE,NA,Extant,
4615,Chelonia mydas,1995,EN,0.6,1994,147,French Polynesia,Green Turtle,TRUE,NA,Extant,
4615,Chelonia mydas,1996,EN,0.6,1996,147,French Polynesia,Green Turtle,TRUE,NA,Extant,
4615,Chelonia mydas,1997,EN,0.6,1996,147,French Polynesia,Green Turtle,TRUE,NA,Extant,
4615,Chelonia mydas,1998,EN,0.6,1996,147,French Polynesia,Green Turtle,TRUE,NA,Extant,
4615,Chelonia mydas,1999,EN,0.6,1996,147,French Polynesia,Green Turtle,TRUE,NA,Extant,
4615,Chelonia mydas,2.00E+03,EN,0.6,1996,147,French Polynesia,Green Turtle,TRUE,NA,Extant,
4615,Chelonia mydas,2001,EN,0.6,1996,147,French Polynesia,Green Turtle,TRUE,NA,Extant,
4615,Chelonia mydas,2002,EN,0.6,1996,147,French Polynesia,Green Turtle,TRUE,NA,Extant,
4615,Chelonia mydas,2003,EN,0.6,1996,147,French Polynesia,Green Turtle,TRUE,NA,Extant,
4615,Chelonia mydas,2004,EN,0.6,2004,147,French Polynesia,Green Turtle,TRUE,NA,Extant,
4615,Chelonia mydas,2005,EN,0.6,2004,147,French Polynesia,Green Turtle,TRUE,NA,Extant,
4615,Chelonia mydas,2006,EN,0.6,2004,147,French Polynesia,Green Turtle,TRUE,NA,Extant,
4615,Chelonia mydas,2007,EN,0.6,2004,147,French Polynesia,Green Turtle,TRUE,NA,Extant,
4615,Chelonia mydas,2008,EN,0.6,2004,147,French Polynesia,Green Turtle,TRUE,NA,Extant,
4615,Chelonia mydas,2009,EN,0.6,2004,147,French Polynesia,Green Turtle,TRUE,NA,Extant,
4615,Chelonia mydas,2010,EN,0.6,2004,147,French Polynesia,Green Turtle,TRUE,NA,Extant,
4615,Chelonia mydas,2011,EN,0.6,2004,147,French Polynesia,Green Turtle,TRUE,NA,Extant,
4615,Chelonia mydas,2012,EN,0.6,2004,147,French Polynesia,Green Turtle,TRUE,NA,Extant,
4615,Chelonia mydas,2013,EN,0.6,2004,147,French Polynesia,Green Turtle,TRUE,NA,Extant,
4615,Chelonia mydas,2014,EN,0.6,2004,147,French Polynesia,Green Turtle,TRUE,NA,Extant,
4615,Chelonia mydas,2015,EN,0.6,2004,147,French Polynesia,Green Turtle,TRUE,NA,Extant,
4615,Chelonia mydas,2016,EN,0.6,2004,147,French Polynesia,Green Turtle,TRUE,NA,Extant,
4615,Chelonia mydas,2017,EN,0.6,2004,147,French Polynesia,Green Turtle,TRUE,NA,Extant,
4615,Chelonia mydas,2018,EN,0.6,2004,147,French Polynesia,Green Turtle,TRUE,NA,Extant,
6494,Dermochelys coriacea,1992,EN,0.6,1990,147,French Polynesia,Leatherback Turtle,TRUE,NA,Extant,
6494,Dermochelys coriacea,1993,EN,0.6,1990,147,French Polynesia,Leatherback Turtle,TRUE,NA,Extant,
6494,Dermochelys coriacea,1994,EN,0.6,1994,147,French Polynesia,Leatherback Turtle,TRUE,NA,Extant,
6494,Dermochelys coriacea,1995,EN,0.6,1994,147,French Polynesia,Leatherback Turtle,TRUE,NA,Extant,
6494,Dermochelys coriacea,1996,EN,0.6,1996,147,French Polynesia,Leatherback Turtle,TRUE,NA,Extant,
6494,Dermochelys coriacea,1997,EN,0.6,1996,147,French Polynesia,Leatherback Turtle,TRUE,NA,Extant,
6494,Dermochelys coriacea,1998,EN,0.6,1996,147,French Polynesia,Leatherback Turtle,TRUE,NA,Extant,
6494,Dermochelys coriacea,1999,EN,0.6,1996,147,French Polynesia,Leatherback Turtle,TRUE,NA,Extant,
6494,Dermochelys coriacea,2.00E+03,CR,0.8,2000,147,French Polynesia,Leatherback Turtle,TRUE,NA,Extant,
6494,Dermochelys coriacea,2001,CR,0.8,2000,147,French Polynesia,Leatherback Turtle,TRUE,NA,Extant,
6494,Dermochelys coriacea,2002,CR,0.8,2000,147,French Polynesia,Leatherback Turtle,TRUE,NA,Extant,
6494,Dermochelys coriacea,2003,CR,0.8,2000,147,French Polynesia,Leatherback Turtle,TRUE,NA,Extant,
6494,Dermochelys coriacea,2004,CR,0.8,2000,147,French Polynesia,Leatherback Turtle,TRUE,NA,Extant,
6494,Dermochelys coriacea,2005,CR,0.8,2000,147,French Polynesia,Leatherback Turtle,TRUE,NA,Extant,
6494,Dermochelys coriacea,2006,CR,0.8,2000,147,French Polynesia,Leatherback Turtle,TRUE,NA,Extant,
6494,Dermochelys coriacea,2007,CR,0.8,2000,147,French Polynesia,Leatherback Turtle,TRUE,NA,Extant,
6494,Dermochelys coriacea,2008,CR,0.8,2000,147,French Polynesia,Leatherback Turtle,TRUE,NA,Extant,
6494,Dermochelys coriacea,2009,CR,0.8,2000,147,French Polynesia,Leatherback Turtle,TRUE,NA,Extant,
6494,Dermochelys coriacea,2010,CR,0.8,2000,147,French Polynesia,Leatherback Turtle,TRUE,NA,Extant,
6494,Dermochelys coriacea,2011,CR,0.8,2000,147,French Polynesia,Leatherback Turtle,TRUE,NA,Extant,
6494,Dermochelys coriacea,2012,CR,0.8,2000,147,French Polynesia,Leatherback Turtle,TRUE,NA,Extant,
6494,Dermochelys coriacea,2013,VU,0.4,2013,147,French Polynesia,Leatherback Turtle,TRUE,NA,Extant,
6494,Dermochelys coriacea,2014,VU,0.4,2013,147,French Polynesia,Leatherback Turtle,TRUE,NA,Extant,
6494,Dermochelys coriacea,2015,VU,0.4,2013,147,French Polynesia,Leatherback Turtle,TRUE,NA,Extant,
6494,Dermochelys coriacea,2016,VU,0.4,2013,147,French Polynesia,Leatherback Turtle,TRUE,NA,Extant,
6494,Dermochelys coriacea,2017,VU,0.4,2013,147,French Polynesia,Leatherback Turtle,TRUE,NA,Extant,
6494,Dermochelys coriacea,2018,VU,0.4,2013,147,French Polynesia,Leatherback Turtle,TRUE,NA,Extant,
13006,Megaptera novaeangliae,1992,VU,0.4,1990,147,French Polynesia,Humpback Whale,TRUE,NA,Extant,
13006,Megaptera novaeangliae,1993,VU,0.4,1990,147,French Polynesia,Humpback Whale,TRUE,NA,Extant,
13006,Megaptera novaeangliae,1994,VU,0.4,1994,147,French Polynesia,Humpback Whale,TRUE,NA,Extant,
13006,Megaptera novaeangliae,1995,VU,0.4,1994,147,French Polynesia,Humpback Whale,TRUE,NA,Extant,
13006,Megaptera novaeangliae,1996,VU,0.4,1996,147,French Polynesia,Humpback Whale,TRUE,NA,Extant,
13006,Megaptera novaeangliae,1997,VU,0.4,1996,147,French Polynesia,Humpback Whale,TRUE,NA,Extant,
13006,Megaptera novaeangliae,1998,VU,0.4,1996,147,French Polynesia,Humpback Whale,TRUE,NA,Extant,
13006,Megaptera novaeangliae,1999,VU,0.4,1996,147,French Polynesia,Humpback Whale,TRUE,NA,Extant,
13006,Megaptera novaeangliae,2.00E+03,VU,0.4,1996,147,French Polynesia,Humpback Whale,TRUE,NA,Extant,
13006,Megaptera novaeangliae,2001,VU,0.4,1996,147,French Polynesia,Humpback Whale,TRUE,NA,Extant,
13006,Megaptera novaeangliae,2002,VU,0.4,1996,147,French Polynesia,Humpback Whale,TRUE,NA,Extant,
13006,Megaptera novaeangliae,2003,VU,0.4,1996,147,French Polynesia,Humpback Whale,TRUE,NA,Extant,
13006,Megaptera novaeangliae,2004,VU,0.4,1996,147,French Polynesia,Humpback Whale,TRUE,NA,Extant,
13006,Megaptera novaeangliae,2005,VU,0.4,1996,147,French Polynesia,Humpback Whale,TRUE,NA,Extant,
13006,Megaptera novaeangliae,2006,VU,0.4,1996,147,French Polynesia,Humpback Whale,TRUE,NA,Extant,
13006,Megaptera novaeangliae,2007,VU,0.4,1996,147,French Polynesia,Humpback Whale,TRUE,NA,Extant,
13006,Megaptera novaeangliae,2008,LC,0,2008,147,French Polynesia,Humpback Whale,TRUE,NA,Extant,
13006,Megaptera novaeangliae,2009,LC,0,2008,147,French Polynesia,Humpback Whale,TRUE,NA,Extant,
13006,Megaptera novaeangliae,2010,LC,0,2008,147,French Polynesia,Humpback Whale,TRUE,NA,Extant,
13006,Megaptera novaeangliae,2011,LC,0,2008,147,French Polynesia,Humpback Whale,TRUE,NA,Extant,
13006,Megaptera novaeangliae,2012,LC,0,2008,147,French Polynesia,Humpback Whale,TRUE,NA,Extant,
13006,Megaptera novaeangliae,2013,LC,0,2008,147,French Polynesia,Humpback Whale,TRUE,NA,Extant,
13006,Megaptera novaeangliae,2014,LC,0,2008,147,French Polynesia,Humpback Whale,TRUE,NA,Extant,
13006,Megaptera novaeangliae,2015,LC,0,2008,147,French Polynesia,Humpback Whale,TRUE,NA,Extant,
13006,Megaptera novaeangliae,2016,LC,0,2008,147,French Polynesia,Humpback Whale,TRUE,NA,Extant,
13006,Megaptera novaeangliae,2017,LC,0,2008,147,French Polynesia,Humpback Whale,TRUE,NA,Extant,
13006,Megaptera novaeangliae,2018,LC,0,2008,147,French Polynesia,Humpback Whale,TRUE,NA,Extant,
19488,Rhincodon typus,1992,VU,0.4,NA,147,French Polynesia,Whale Shark,TRUE,NA,Extant,
19488,Rhincodon typus,1993,VU,0.4,NA,147,French Polynesia,Whale Shark,TRUE,NA,Extant,
19488,Rhincodon typus,1994,VU,0.4,NA,147,French Polynesia,Whale Shark,TRUE,NA,Extant,
19488,Rhincodon typus,1995,VU,0.4,NA,147,French Polynesia,Whale Shark,TRUE,NA,Extant,
19488,Rhincodon typus,1996,VU,0.4,NA,147,French Polynesia,Whale Shark,TRUE,NA,Extant,
19488,Rhincodon typus,1997,VU,0.4,NA,147,French Polynesia,Whale Shark,TRUE,NA,Extant,
19488,Rhincodon typus,1998,VU,0.4,NA,147,French Polynesia,Whale Shark,TRUE,NA,Extant,
19488,Rhincodon typus,1999,VU,0.4,NA,147,French Polynesia,Whale Shark,TRUE,NA,Extant,
19488,Rhincodon typus,2.00E+03,VU,0.4,2000,147,French Polynesia,Whale Shark,TRUE,NA,Extant,
19488,Rhincodon typus,2001,VU,0.4,2000,147,French Polynesia,Whale Shark,TRUE,NA,Extant,
19488,Rhincodon typus,2002,VU,0.4,2000,147,French Polynesia,Whale Shark,TRUE,NA,Extant,
19488,Rhincodon typus,2003,VU,0.4,2000,147,French Polynesia,Whale Shark,TRUE,NA,Extant,
19488,Rhincodon typus,2004,VU,0.4,2000,147,French Polynesia,Whale Shark,TRUE,NA,Extant,
19488,Rhincodon typus,2005,VU,0.4,2005,147,French Polynesia,Whale Shark,TRUE,NA,Extant,
19488,Rhincodon typus,2006,VU,0.4,2005,147,French Polynesia,Whale Shark,TRUE,NA,Extant,
19488,Rhincodon typus,2007,VU,0.4,2005,147,French Polynesia,Whale Shark,TRUE,NA,Extant,
19488,Rhincodon typus,2008,VU,0.4,2005,147,French Polynesia,Whale Shark,TRUE,NA,Extant,
19488,Rhincodon typus,2009,VU,0.4,2005,147,French Polynesia,Whale Shark,TRUE,NA,Extant,
19488,Rhincodon typus,2010,VU,0.4,2005,147,French Polynesia,Whale Shark,TRUE,NA,Extant,
19488,Rhincodon typus,2011,VU,0.4,2005,147,French Polynesia,Whale Shark,TRUE,NA,Extant,
19488,Rhincodon typus,2012,VU,0.4,2005,147,French Polynesia,Whale Shark,TRUE,NA,Extant,
19488,Rhincodon typus,2013,VU,0.4,2005,147,French Polynesia,Whale Shark,TRUE,NA,Extant,
19488,Rhincodon typus,2014,VU,0.4,2005,147,French Polynesia,Whale Shark,TRUE,NA,Extant,
19488,Rhincodon typus,2015,VU,0.4,2005,147,French Polynesia,Whale Shark,TRUE,NA,Extant,
19488,Rhincodon typus,2016,EN,0.6,2016,147,French Polynesia,Whale Shark,TRUE,NA,Extant,
19488,Rhincodon typus,2017,EN,0.6,2016,147,French Polynesia,Whale Shark,TRUE,NA,Extant,
19488,Rhincodon typus,2018,EN,0.6,2016,147,French Polynesia,Whale Shark,TRUE,NA,Extant,
20738,Steno bredanensis,1992,LC,0,NA,147,French Polynesia,Rough Toothed Dolphin,TRUE,NA,Extant,
20738,Steno bredanensis,1993,LC,0,NA,147,French Polynesia,Rough Toothed Dolphin,TRUE,NA,Extant,
20738,Steno bredanensis,1994,LC,0,NA,147,French Polynesia,Rough Toothed Dolphin,TRUE,NA,Extant,
20738,Steno bredanensis,1995,LC,0,NA,147,French Polynesia,Rough Toothed Dolphin,TRUE,NA,Extant,
20738,Steno bredanensis,1996,LC,0,NA,147,French Polynesia,Rough Toothed Dolphin,TRUE,NA,Extant,
20738,Steno bredanensis,1997,LC,0,NA,147,French Polynesia,Rough Toothed Dolphin,TRUE,NA,Extant,
20738,Steno bredanensis,1998,LC,0,NA,147,French Polynesia,Rough Toothed Dolphin,TRUE,NA,Extant,
20738,Steno bredanensis,1999,LC,0,NA,147,French Polynesia,Rough Toothed Dolphin,TRUE,NA,Extant,
20738,Steno bredanensis,2.00E+03,LC,0,NA,147,French Polynesia,Rough Toothed Dolphin,TRUE,NA,Extant,
20738,Steno bredanensis,2001,LC,0,NA,147,French Polynesia,Rough Toothed Dolphin,TRUE,NA,Extant,
20738,Steno bredanensis,2002,LC,0,NA,147,French Polynesia,Rough Toothed Dolphin,TRUE,NA,Extant,
20738,Steno bredanensis,2003,LC,0,NA,147,French Polynesia,Rough Toothed Dolphin,TRUE,NA,Extant,
20738,Steno bredanensis,2004,LC,0,NA,147,French Polynesia,Rough Toothed Dolphin,TRUE,NA,Extant,
20738,Steno bredanensis,2005,LC,0,NA,147,French Polynesia,Rough Toothed Dolphin,TRUE,NA,Extant,
20738,Steno bredanensis,2006,LC,0,NA,147,French Polynesia,Rough Toothed Dolphin,TRUE,NA,Extant,
20738,Steno bredanensis,2007,LC,0,NA,147,French Polynesia,Rough Toothed Dolphin,TRUE,NA,Extant,
20738,Steno bredanensis,2008,LC,0,2008,147,French Polynesia,Rough Toothed Dolphin,TRUE,NA,Extant,
20738,Steno bredanensis,2009,LC,0,2008,147,French Polynesia,Rough Toothed Dolphin,TRUE,NA,Extant,
20738,Steno bredanensis,2010,LC,0,2008,147,French Polynesia,Rough Toothed Dolphin,TRUE,NA,Extant,
20738,Steno bredanensis,2011,LC,0,2008,147,French Polynesia,Rough Toothed Dolphin,TRUE,NA,Extant,
20738,Steno bredanensis,2012,LC,0,2012,147,French Polynesia,Rough Toothed Dolphin,TRUE,NA,Extant,
20738,Steno bredanensis,2013,LC,0,2012,147,French Polynesia,Rough Toothed Dolphin,TRUE,NA,Extant,
20738,Steno bredanensis,2014,LC,0,2012,147,French Polynesia,Rough Toothed Dolphin,TRUE,NA,Extant,
20738,Steno bredanensis,2015,LC,0,2012,147,French Polynesia,Rough Toothed Dolphin,TRUE,NA,Extant,
20738,Steno bredanensis,2016,LC,0,2012,147,French Polynesia,Rough Toothed Dolphin,TRUE,NA,Extant,
20738,Steno bredanensis,2017,LC,0,2012,147,French Polynesia,Rough Toothed Dolphin,TRUE,NA,Extant,
20738,Steno bredanensis,2018,LC,0,2012,147,French Polynesia,Rough Toothed Dolphin,TRUE,NA,Extant,
39339,Alopias vulpinus,1992,VU,0.4,NA,147,French Polynesia,Thresher Shark,TRUE,NA,Extant,
39339,Alopias vulpinus,1993,VU,0.4,NA,147,French Polynesia,Thresher Shark,TRUE,NA,Extant,
39339,Alopias vulpinus,1994,VU,0.4,NA,147,French Polynesia,Thresher Shark,TRUE,NA,Extant,
39339,Alopias vulpinus,1995,VU,0.4,NA,147,French Polynesia,Thresher Shark,TRUE,NA,Extant,
39339,Alopias vulpinus,1996,VU,0.4,NA,147,French Polynesia,Thresher Shark,TRUE,NA,Extant,
39339,Alopias vulpinus,1997,VU,0.4,NA,147,French Polynesia,Thresher Shark,TRUE,NA,Extant,
39339,Alopias vulpinus,1998,VU,0.4,NA,147,French Polynesia,Thresher Shark,TRUE,NA,Extant,
39339,Alopias vulpinus,1999,VU,0.4,NA,147,French Polynesia,Thresher Shark,TRUE,NA,Extant,
39339,Alopias vulpinus,2.00E+03,VU,0.4,NA,147,French Polynesia,Thresher Shark,TRUE,NA,Extant,
39339,Alopias vulpinus,2001,VU,0.4,NA,147,French Polynesia,Thresher Shark,TRUE,NA,Extant,
39339,Alopias vulpinus,2002,VU,0.4,NA,147,French Polynesia,Thresher Shark,TRUE,NA,Extant,
39339,Alopias vulpinus,2003,VU,0.4,NA,147,French Polynesia,Thresher Shark,TRUE,NA,Extant,
39339,Alopias vulpinus,2004,VU,0.4,NA,147,French Polynesia,Thresher Shark,TRUE,NA,Extant,
39339,Alopias vulpinus,2005,VU,0.4,NA,147,French Polynesia,Thresher Shark,TRUE,NA,Extant,
39339,Alopias vulpinus,2006,VU,0.4,NA,147,French Polynesia,Thresher Shark,TRUE,NA,Extant,
39339,Alopias vulpinus,2007,VU,0.4,NA,147,French Polynesia,Thresher Shark,TRUE,NA,Extant,
39339,Alopias vulpinus,2008,VU,0.4,NA,147,French Polynesia,Thresher Shark,TRUE,NA,Extant,
39339,Alopias vulpinus,2009,VU,0.4,2009,147,French Polynesia,Thresher Shark,TRUE,NA,Extant,
39339,Alopias vulpinus,2010,VU,0.4,2009,147,French Polynesia,Thresher Shark,TRUE,NA,Extant,
39339,Alopias vulpinus,2011,VU,0.4,2009,147,French Polynesia,Thresher Shark,TRUE,NA,Extant,
39339,Alopias vulpinus,2012,VU,0.4,2009,147,French Polynesia,Thresher Shark,TRUE,NA,Extant,
39339,Alopias vulpinus,2013,VU,0.4,2009,147,French Polynesia,Thresher Shark,TRUE,NA,Extant,
39339,Alopias vulpinus,2014,VU,0.4,2009,147,French Polynesia,Thresher Shark,TRUE,NA,Extant,
39339,Alopias vulpinus,2015,VU,0.4,2009,147,French Polynesia,Thresher Shark,TRUE,NA,Extant,
39339,Alopias vulpinus,2016,VU,0.4,2009,147,French Polynesia,Thresher Shark,TRUE,NA,Extant,
39339,Alopias vulpinus,2017,VU,0.4,2009,147,French Polynesia,Thresher Shark,TRUE,NA,Extant,
39339,Alopias vulpinus,2018,VU,0.4,2009,147,French Polynesia,Thresher Shark,TRUE,NA,Extant,
39341,Isurus oxyrinchus,1992,NT,0.2,NA,147,French Polynesia,Shortfin Mako,TRUE,NA,Extant,
39341,Isurus oxyrinchus,1993,NT,0.2,NA,147,French Polynesia,Shortfin Mako,TRUE,NA,Extant,
39341,Isurus oxyrinchus,1994,NT,0.2,NA,147,French Polynesia,Shortfin Mako,TRUE,NA,Extant,
39341,Isurus oxyrinchus,1995,NT,0.2,NA,147,French Polynesia,Shortfin Mako,TRUE,NA,Extant,
39341,Isurus oxyrinchus,1996,NT,0.2,NA,147,French Polynesia,Shortfin Mako,TRUE,NA,Extant,
39341,Isurus oxyrinchus,1997,NT,0.2,NA,147,French Polynesia,Shortfin Mako,TRUE,NA,Extant,
39341,Isurus oxyrinchus,1998,NT,0.2,NA,147,French Polynesia,Shortfin Mako,TRUE,NA,Extant,
39341,Isurus oxyrinchus,1999,NT,0.2,NA,147,French Polynesia,Shortfin Mako,TRUE,NA,Extant,
39341,Isurus oxyrinchus,2.00E+03,NT,0.2,2000,147,French Polynesia,Shortfin Mako,TRUE,NA,Extant,
39341,Isurus oxyrinchus,2001,NT,0.2,2000,147,French Polynesia,Shortfin Mako,TRUE,NA,Extant,
39341,Isurus oxyrinchus,2002,NT,0.2,2000,147,French Polynesia,Shortfin Mako,TRUE,NA,Extant,
39341,Isurus oxyrinchus,2003,NT,0.2,2000,147,French Polynesia,Shortfin Mako,TRUE,NA,Extant,
39341,Isurus oxyrinchus,2004,NT,0.2,2000,147,French Polynesia,Shortfin Mako,TRUE,NA,Extant,
39341,Isurus oxyrinchus,2005,NT,0.2,2000,147,French Polynesia,Shortfin Mako,TRUE,NA,Extant,
39341,Isurus oxyrinchus,2006,NT,0.2,2000,147,French Polynesia,Shortfin Mako,TRUE,NA,Extant,
39341,Isurus oxyrinchus,2007,NT,0.2,2000,147,French Polynesia,Shortfin Mako,TRUE,NA,Extant,
39341,Isurus oxyrinchus,2008,NT,0.2,2000,147,French Polynesia,Shortfin Mako,TRUE,NA,Extant,
39341,Isurus oxyrinchus,2009,VU,0.4,2009,147,French Polynesia,Shortfin Mako,TRUE,NA,Extant,
39341,Isurus oxyrinchus,2010,VU,0.4,2009,147,French Polynesia,Shortfin Mako,TRUE,NA,Extant,
39341,Isurus oxyrinchus,2011,VU,0.4,2009,147,French Polynesia,Shortfin Mako,TRUE,NA,Extant,
39341,Isurus oxyrinchus,2012,VU,0.4,2009,147,French Polynesia,Shortfin Mako,TRUE,NA,Extant,
